timestamp (UTC),ADCS.Attitude_Mode,ADCS.MTQ_Current_X,ADCS.MTQ_Current_Y,ADCS.MTQ_Current_Z,ADCS.Pointing_Error,ADCS.RW_Speed_X,ADCS.RW_Speed_Y,ADCS.RW_Speed_Z,Comms.Data_Backlog,Comms.Downlink_Data_Rate,Comms.Downlink_SNR,Comms.Tx_Power,EPS.Battery_Current,EPS.Battery_SoC,EPS.Battery_Voltage,EPS.Solar_Array_Current,Payload.Image_Store_Utilization,Payload.Imaging_Activity,Payload.Payload_Mode,Payload.Payload_Power_Draw,Platform.Event_Log,Platform.GNSS_Sats_Tracked,Platform.Latitude,Platform.Longitude,Platform.Memory_Usage,Platform.OBC_CPU_Load,Platform.Reset_Count,Platform.Satellite_Mode,Thermal.Battery_Temp,Thermal.Heater_Status_Batt,Thermal.OBC_Temp,Thermal.Payload_Temp
2025-12-23T18:13:09.861622095Z,,0,-0.1,0,-0.002,223,-28,-77,244.5,1,-3.8,1,-1.62,84.1,28.11,2.08,,FALSE,,3.9,"System nominal, all subsystems operating normally",10,-5.2054,-100.6754,32,34,,,21.4,FALSE,28,29.5
2025-12-23T18:13:10.863475084Z,,,,,,212,-43,-78,,3,-4.5,-1,-1.71,,28.1,1.99,,FALSE,,3,,13,-5.1394,-100.6889,,21,,,,,,
2025-12-23T18:13:11.866736888Z,,,,,0.006,213,-38,-81,,4,-4.4,2,-1.71,,28.07,1.93,,FALSE,,2.9,,12,-5.0733,-100.7024,33,32,,,,,27.9,30.1
2025-12-23T18:13:12.868583917Z,,,,,,219,-19,-66,,3,-5,-1,-1.7,,28.14,1.99,,FALSE,,3.2,,12,-5.0072,-100.7158,,39,,,,,,
2025-12-23T18:13:13.870716094Z,,,,,0.008,226,-25,-73,,-2,-4,2,-1.72,,28.08,2.09,,FALSE,,3.6,,11,-4.9412,-100.7293,34,25,,,,,28,30.1
2025-12-23T18:13:14.872673988Z,,-0.1,0,0,,224,-28,-81,,0,-4.9,1,-1.68,,28.12,2,,FALSE,,2.6,"System nominal, all subsystems operating normally",13,-4.8751,-100.7428,,27,,,,,,
2025-12-23T18:13:15.875277996Z,,,,,0.021,216,-31,-60,,10,-5.8,-1,-1.78,,28.07,1.92,,FALSE,,2.3,,10,-4.8091,-100.7563,34,29,,,,,28.1,29.9
2025-12-23T18:13:16.877635002Z,,,,,,222,-37,-73,,4,-4.3,-1,-1.7,,28.1,1.95,,FALSE,,3.7,,12,-4.743,-100.7697,,29,,,,,,
2025-12-23T18:13:17.880037069Z,,,,,0.047,231,-36,-70,,-4,-6.7,1,-1.78,,28.13,1.97,,FALSE,,3.5,,12,-4.677,-100.7832,33,36,,,,,27.7,30.5
2025-12-23T18:13:18.882286071Z,,,,,,237,-35,-60,,-6,-6.4,-2,-1.58,,28.14,2.02,,FALSE,,2.7,,12,-4.6109,-100.7967,,32,,,,,,
2025-12-23T18:13:19.884064912Z,,-0.1,0,0.1,0.104,240,-47,-67,244.5,0,-5.3,2,-1.72,83.1,28.12,1.97,,FALSE,,2.5,"System nominal, all subsystems operating normally",12,-4.5449,-100.8101,31,19,,,21.4,FALSE,28,29.9
2025-12-23T18:13:20.887123107Z,,,,,,242,-53,-57,,6,-4.7,0,-1.65,,28.08,1.98,,FALSE,,3.8,,12,-4.4788,-100.8236,,32,,,,,,
2025-12-23T18:13:21.888720989Z,,,,,0.044,245,-46,-68,,-6,-6.1,-1,-1.71,,28.07,2.05,,FALSE,,2.4,,13,-4.4128,-100.8371,30,19,,,,,27.9,30.7
2025-12-23T18:13:22.890491962Z,,,,,,235,-51,-53,,0,-4.7,0,-1.73,,28.11,1.91,,FALSE,,3.7,,11,-4.3467,-100.8505,,35,,,,,,
2025-12-23T18:13:23.892767906Z,,,,,0.047,249,-64,-77,,3,-6.1,2,-1.68,,28.11,2.01,,FALSE,,3.3,,11,-4.2807,-100.864,32,32,,,,,28.1,30.4
2025-12-23T18:13:24.895144939Z,,0,0.1,0,,258,-68,-97,,5,-4.5,-1,-1.74,,28.15,2,,FALSE,,3.2,"System nominal, all subsystems operating normally",11,-4.2146,-100.8774,,27,,,,,,
2025-12-23T18:13:25.900448083Z,,,,,0.01,258,-77,-86,,-6,-5.6,0,-1.61,,28.11,2.07,,FALSE,,2.9,,10,-4.1486,-100.8909,33,38,,,,,28.1,30.3
2025-12-23T18:13:26.901858091Z,,,,,,273,-66,-86,,-6,-5.8,-1,-1.78,,28.12,1.94,,FALSE,,2.4,,13,-4.0825,-100.9043,,34,,,,,,
2025-12-23T18:13:27.904412031Z,,,,,0.017,264,-65,-89,,2,-5.3,1,-1.67,,28.08,1.85,,FALSE,,3.5,,9,-4.0164,-100.9178,33,16,,,,,27.6,29.9
2025-12-23T18:13:28.90784192Z,,,,,,270,-51,-70,,0,-5,-2,-1.69,,28.1,2.09,,FALSE,,2.7,,11,-3.9504,-100.9312,,33,,,,,,
2025-12-23T18:13:29.910203933Z,,0,0,0,0.042,268,-47,-84,244.5,-3,-5.5,1,-1.71,84.7,28.13,2.01,,FALSE,,2.9,"System nominal, all subsystems operating normally",13,-3.8843,-100.9447,34,36,,,22.7,FALSE,28.2,30.1
2025-12-23T18:13:30.913630962Z,,,,,,266,-63,-80,,-3,-5.9,-1,-1.59,,28.13,1.91,,FALSE,,2.9,,11,-3.8183,-100.9581,,27,,,,,,
2025-12-23T18:13:31.916126966Z,,,,,0.061,264,-42,-91,,1,-5.2,1,-1.62,,28.07,2,,FALSE,,3.2,,12,-3.7522,-100.9716,34,42,,,,,28.1,29.5
2025-12-23T18:13:32.918894052Z,,,,,,269,-42,-89,,-8,-6.2,1,-1.66,,28.1,1.97,,FALSE,,2.2,,10,-3.6862,-100.985,,23,,,,,,
2025-12-23T18:13:33.921164035Z,,,,,0.054,268,-31,-90,,6,-4.2,-2,-1.7,,28.09,2.03,,FALSE,,3.2,,11,-3.6201,-100.9985,34,24,,,,,28.2,29.8
2025-12-23T18:13:34.923954963Z,,0.1,0,0.1,,268,-27,-97,,5,-6.5,1,-1.72,,28.13,1.9,,FALSE,,2.8,"System nominal, all subsystems operating normally",12,-3.554,-101.0119,,31,,,,,,
2025-12-23T18:13:35.927051067Z,,,,,0.021,264,-30,-100,,-10,-5.3,-1,-1.67,,28.12,2.02,,FALSE,,3.6,,9,-3.488,-101.0253,34,23,,,,,28.1,30
2025-12-23T18:13:36.930377006Z,,,,,,270,-34,-104,,3,-6.8,0,-1.67,,28.1,2.04,,FALSE,,2.6,,9,-3.4219,-101.0388,,22,,,,,,
2025-12-23T18:13:37.933425903Z,,,,,0.032,270,-49,-92,,-4,-5.8,0,-1.67,,28.12,1.91,,FALSE,,2.5,,12,-3.3559,-101.0522,35,36,,,,,27.8,30.7
2025-12-23T18:13:38.935883998Z,,,,,,266,-52,-103,,3,-4.4,-1,-1.61,,28.06,1.92,,FALSE,,2.6,,12,-3.2898,-101.0656,,34,,,,,,
2025-12-23T18:13:39.937403917Z,,0,0.1,-0.1,0.08,246,-44,-104,244.5,9,-5.1,-1,-1.71,82.5,28.11,1.9,,FALSE,,2.2,"System nominal, all subsystems operating normally",12,-3.2238,-101.0791,32,26,,,21.9,FALSE,28,30.3
2025-12-23T18:13:40.940676927Z,,,,,,254,-59,-98,,-3,-4.3,-1,-1.76,,28.12,1.98,,FALSE,,3.2,,12,-3.1577,-101.0925,,34,,,,,,
2025-12-23T18:13:41.942404985Z,,,,,0.04,243,-30,-93,,-2,-3.6,0,-1.76,,28.12,2.03,,FALSE,,2,,12,-3.0916,-101.1059,32,37,,,,,28,29.9
2025-12-23T18:13:42.945595979Z,,,,,,242,-48,-90,,-2,-5.2,-1,-1.68,,28.12,1.99,,FALSE,,3,,13,-3.0256,-101.1194,,23,,,,,,
2025-12-23T18:13:43.948168992Z,,,,,0.104,258,-55,-108,,6,-5.8,0,-1.71,,28.11,1.96,,FALSE,,3.3,,12,-2.9595,-101.1328,35,20,,,,,28,29.5
2025-12-23T18:13:44.951656103Z,,-0.1,-0.1,0,,258,-42,-112,,1,-3.3,1,-1.75,,28.11,2.1,,FALSE,,2.9,"System nominal, all subsystems operating normally",12,-2.8935,-101.1462,,24,,,,,,
2025-12-23T18:13:45.954674959Z,,,,,0.023,267,-46,-107,,-3,-5,0,-1.66,,28.1,2.02,,FALSE,,3,,13,-2.8274,-101.1597,33,36,,,,,27.9,29.9
2025-12-23T18:13:46.958264112Z,,,,,,258,-39,-100,,10,-6.5,0,-1.73,,28.1,1.97,,FALSE,,3.6,,13,-2.7613,-101.1731,,37,,,,,,
2025-12-23T18:13:47.961325883Z,,,,,0.052,261,-44,-90,,2,-4.5,0,-1.63,,28.13,1.93,,FALSE,,2.4,,11,-2.6953,-101.1865,36,25,,,,,28.1,29.8
2025-12-23T18:13:48.965178966Z,,,,,,259,-54,-90,,11,-5,-1,-1.63,,28.09,2,,FALSE,,2.6,,11,-2.6292,-101.1999,,23,,,,,,
2025-12-23T18:13:49.968199968Z,,0,0.1,-0.1,0.07,276,-60,-93,244.5,6,-3.5,2,-1.66,83.5,28.12,1.9,,FALSE,,4.3,"System nominal, all subsystems operating normally",11,-2.5632,-101.2134,34,36,,,20.7,FALSE,28,30.1
2025-12-23T18:13:50.971420049Z,,,,,,284,-53,-94,,9,-5.2,-1,-1.75,,28.12,1.96,,FALSE,,3.1,,10,-2.4971,-101.2268,,34,,,,,,
2025-12-23T18:13:51.974488973Z,,,,,0.029,274,-60,-105,,-5,-4.2,0,-1.74,,28.11,1.97,,FALSE,,3,,11,-2.431,-101.2402,33,42,,,,,27.8,30.2
2025-12-23T18:13:52.977607965Z,,,,,,281,-53,-104,,4,-4.7,1,-1.76,,28.07,1.98,,FALSE,,3.5,,10,-2.365,-101.2536,,41,,,,,,
2025-12-23T18:13:53.981060981Z,,,,,0.085,277,-41,-110,,8,-4.7,1,-1.69,,28.12,2.12,,FALSE,,3.1,,10,-2.2989,-101.2671,34,19,,,,,27.6,30.6
2025-12-23T18:13:54.984813928Z,,-0.1,0,0,,289,-55,-112,,-3,-5.4,-1,-1.75,,28.1,1.99,,FALSE,,3.3,"System nominal, all subsystems operating normally",13,-2.2329,-101.2805,,19,,,,,,
2025-12-23T18:13:55.987552881Z,,,,,0.045,290,-42,-109,,-8,-4.8,-2,-1.7,,28.1,1.96,,FALSE,,2.9,,14,-2.1668,-101.2939,33,26,,,,,27.6,29.5
2025-12-23T18:13:56.990609884Z,,,,,,278,-51,-113,,-1,-3.7,0,-1.74,,28.08,2,,FALSE,,2.9,,10,-2.1007,-101.3073,,28,,,,,,
2025-12-23T18:13:57.993486881Z,,,,,0.042,292,-42,-116,,2,-6,1,-1.58,,28.11,1.98,,FALSE,,2.9,,11,-2.0347,-101.3207,33,41,,,,,28.1,30.1
2025-12-23T18:13:58.99637103Z,,,,,,295,-47,-103,,0,-6.3,0,-1.73,,28.11,2.02,,FALSE,,3.3,,8,-1.9686,-101.3341,,34,,,,,,
2025-12-23T18:14:00.001085042Z,1,0.1,-0.1,0,0.057,288,-46,-96,244.5,-7,-5.7,0,-1.64,83.5,28.12,2.02,6.1,FALSE,1,2.7,"System nominal, all subsystems operating normally",12,-1.9026,-101.3476,34,24,,0,21.6,FALSE,27.5,30.2
2025-12-23T18:14:01.004630088Z,,,,,,293,-52,-111,,-5,-5.9,1,-1.73,,28.1,1.96,,FALSE,,3.2,,9,-1.8365,-101.361,,31,,,,,,
2025-12-23T18:14:02.007657051Z,,,,,0.014,290,-56,-109,,-3,-3.8,-1,-1.67,,28.12,2,,FALSE,,1.9,,11,-1.7704,-101.3744,33,36,,,,,27.9,30.4
2025-12-23T18:14:03.010730981Z,,,,,,267,-63,-106,,8,-4.9,1,-1.69,,28.1,1.97,,FALSE,,2.2,,12,-1.7044,-101.3878,,33,,,,,,
2025-12-23T18:14:04.013246059Z,,,,,0.031,280,-64,-104,,6,-5.6,2,-1.66,,28.1,1.98,,FALSE,,3.1,,11,-1.6383,-101.4012,33,38,,,,,27.9,29.5
2025-12-23T18:14:05.022964Z,,0,0,-0.1,,280,-52,-94,,8,-4.3,-1,-1.69,,28.14,2.04,,FALSE,,2.8,"System nominal, all subsystems operating normally",10,-1.5722,-101.4146,,36,,,,,,
2025-12-23T18:14:06.025059938Z,,,,,0.019,287,-60,-103,,7,-4.4,-1,-1.74,,28.09,2.01,,FALSE,,2.1,,11,-1.5062,-101.428,31,29,,,,,27.8,30.5
2025-12-23T18:14:07.028021097Z,,,,,,279,-46,-86,,2,-5.4,0,-1.65,,28.11,2.01,,FALSE,,3.4,,11,-1.4401,-101.4415,,28,,,,,,
2025-12-23T18:14:08.031225919Z,,,,,0.095,269,-55,-77,,-8,-4.9,-1,-1.67,,28.13,1.97,,FALSE,,2.7,,13,-1.3741,-101.4549,32,30,,,,,28,30
2025-12-23T18:14:09.033225059Z,,,,,,286,-50,-80,,2,-3.5,-2,-1.67,,28.12,2,,FALSE,,3.3,,13,-1.308,-101.4683,,27,,,,,,
2025-12-23T18:14:10.036004066Z,,0.1,0,-0.1,0.012,268,-54,-78,244.5,-6,-4,-1,-1.7,83.3,28.09,2.05,,FALSE,,2.6,"System nominal, all subsystems operating normally",10,-1.2419,-101.4817,33,27,,,22.2,FALSE,28.1,30.2
2025-12-23T18:14:11.03898406Z,,,,,,271,-72,-85,,10,-5.2,-1,-1.78,,28.11,1.97,,FALSE,,3.1,,12,-1.1759,-101.4951,,33,,,,,,
2025-12-23T18:14:12.04086399Z,,,,,0.039,260,-66,-86,,-6,-3.9,0,-1.64,,28.14,2,,FALSE,,2.9,,10,-1.1098,-101.5085,32,38,,,,,27.5,30
2025-12-23T18:14:13.044270038Z,,,,,,261,-77,-78,,1,-4.3,1,-1.8,,28.14,1.96,,FALSE,,1.6,,11,-1.0438,-101.5219,,28,,,,,,
2025-12-23T18:14:14.047123908Z,,,,,0.058,277,-79,-81,,3,-4.7,2,-1.7,,28.12,1.97,,FALSE,,3.7,,13,-0.9777,-101.5353,31,26,,,,,28.1,30.2
2025-12-23T18:14:15.050652027Z,,0,0,0,,271,-67,-84,,-4,-4.3,0,-1.66,,28.1,1.96,,FALSE,,2.5,"System nominal, all subsystems operating normally",12,-0.9116,-101.5487,,30,,,,,,
2025-12-23T18:14:16.053700923Z,,,,,-0.009,267,-70,-75,,1,-6.1,1,-1.68,,28.06,2.02,,FALSE,,3.6,,8,-0.8456,-101.5621,31,32,,,,,27.9,30.3
2025-12-23T18:14:17.056327104Z,,,,,,266,-65,-73,,-7,-6,-1,-1.74,,28.09,1.96,,FALSE,,2.6,,10,-0.7795,-101.5755,,25,,,,,,
2025-12-23T18:14:18.058842897Z,,,,,0.104,266,-52,-68,,5,-6.2,0,-1.68,,28.12,2.04,,FALSE,,2,,11,-0.7134,-101.589,30,27,,,,,27.8,29.9
2025-12-23T18:14:19.062381982Z,,,,,,256,-65,-79,,6,-5.5,0,-1.67,,28.16,1.98,,FALSE,,3.3,,7,-0.6474,-101.6024,,42,,,,,,
2025-12-23T18:14:20.065346002Z,,0,0,0,0.036,252,-67,-92,244.5,-3,-6.4,0,-1.76,83,28.12,1.96,,FALSE,,3.4,"System nominal, all subsystems operating normally",9,-0.5813,-101.6158,29,38,,,21.9,FALSE,27.8,29.9
2025-12-23T18:14:21.069068908Z,,,,,,248,-57,-75,,-5,-4.8,0,-1.67,,28.11,1.92,,FALSE,,3,,9,-0.5152,-101.6292,,33,,,,,,
2025-12-23T18:14:22.071856975Z,,,,,0.069,255,-66,-101,,-6,-3.9,1,-1.74,,28.11,1.96,,FALSE,,3,,12,-0.4492,-101.6426,31,29,,,,,28.1,30.2
2025-12-23T18:14:23.074637889Z,,,,,,245,-75,-97,,-5,-4.4,0,-1.73,,28.14,1.98,,FALSE,,2.9,,14,-0.3831,-101.656,,23,,,,,,
2025-12-23T18:14:24.076559066Z,,,,,0.028,251,-73,-84,,6,-4.9,-1,-1.66,,28.12,2,,FALSE,,3.3,,11,-0.3171,-101.6694,31,38,,,,,27.9,30.4
2025-12-23T18:14:25.079849958Z,,0,0,0,,260,-74,-87,,3,-6.2,-1,-1.64,,28.11,2.03,,FALSE,,3.1,"System nominal, all subsystems operating normally",11,-0.251,-101.6828,,27,,,,,,
2025-12-23T18:14:26.083195924Z,,,,,0.076,261,-59,-89,,-5,-4.6,1,-1.65,,28.17,1.98,,FALSE,,2.7,,11,-0.1849,-101.6962,31,42,,,,,28,29.3
2025-12-23T18:14:27.085530042Z,,,,,,266,-66,-96,,1,-6,1,-1.68,,28.11,2.02,,FALSE,,2.4,,12,-0.1189,-101.7096,,19,,,,,,
2025-12-23T18:14:28.088529109Z,,,,,0.043,265,-69,-109,,12,-4.9,0,-1.63,,28.11,1.99,,FALSE,,2.8,,11,-0.0528,-101.723,29,33,,,,,28.1,30.1
2025-12-23T18:14:29.091851949Z,,,,,,256,-66,-110,,3,-5.8,0,-1.73,,28.1,2.02,,FALSE,,3.2,,11,0.0133,-101.7364,,27,,,,,,
2025-12-23T18:14:30.094786882Z,,0,0,0,0.078,251,-59,-97,244.5,-5,-6,2,-1.71,84.7,28.12,2.13,,FALSE,,3.6,"System nominal, all subsystems operating normally",9,0.0793,-101.7498,30,27,,,22.1,FALSE,28.1,29.5
2025-12-23T18:14:31.098167896Z,,,,,,245,-64,-88,,1,-4.9,-1,-1.69,,28.12,1.99,,FALSE,,2.6,,13,0.1454,-101.7632,,30,,,,,,
2025-12-23T18:14:32.100471973Z,,,,,0.067,242,-66,-88,,1,-5.6,0,-1.73,,28.14,1.97,,FALSE,,3.7,,11,0.2114,-101.7766,30,35,,,,,28,30.1
2025-12-23T18:14:33.10452795Z,,,,,,233,-68,-82,,8,-4.7,1,-1.73,,28.09,1.98,,FALSE,,3.4,,12,0.2775,-101.79,,35,,,,,,
2025-12-23T18:14:34.106247901Z,,,,,0.043,240,-70,-77,,-5,-6.4,-2,-1.71,,28.11,2.04,,FALSE,,3.6,,11,0.3436,-101.8034,30,25,,,,,28,30
2025-12-23T18:14:35.108047962Z,,0,0.1,0,,224,-77,-89,,5,-4.5,0,-1.79,,28.14,1.91,,FALSE,,3.6,"System nominal, all subsystems operating normally",12,0.4096,-101.8168,,26,,,,,,
2025-12-23T18:14:36.111438989Z,,,,,0.066,222,-69,-74,,11,-3.8,1,-1.85,,28.13,1.97,,FALSE,,3.1,,13,0.4757,-101.8303,30,40,,,,,27.8,29.6
2025-12-23T18:14:37.114526033Z,,,,,,218,-70,-70,,4,-5.3,1,-1.62,,28.13,1.98,,FALSE,,2.5,,12,0.5418,-101.8437,,38,,,,,,
2025-12-23T18:14:38.117913007Z,,,,,0.085,234,-64,-55,,0,-5.7,-1,-1.71,,28.13,1.91,,FALSE,,3.3,,11,0.6078,-101.8571,31,25,,,,,27.9,29.7
2025-12-23T18:14:39.120189905Z,,,,,,236,-71,-63,,3,-6.4,0,-1.67,,28.12,1.93,,FALSE,,2.4,,10,0.6739,-101.8705,,27,,,,,,
2025-12-23T18:14:40.122278928Z,,0,0.1,0.1,0.002,236,-70,-47,244.5,-7,-4.4,-1,-1.69,84.3,28.13,1.99,,FALSE,,3.5,"System nominal, all subsystems operating normally",9,0.7399,-101.8839,28,35,,,21.3,FALSE,27.8,28.8
2025-12-23T18:14:41.124330997Z,,,,,,242,-79,-48,,1,-4.5,-1,-1.71,,28.15,1.98,,FALSE,,2.8,,12,0.806,-101.8973,,35,,,,,,
2025-12-23T18:14:42.127551078Z,,,,,0.082,234,-64,-50,,-4,-5.2,1,-1.66,,28.09,1.9,,FALSE,,2.6,,12,0.8721,-101.9107,32,28,,,,,27.6,29.7
2025-12-23T18:14:43.128401041Z,,,,,,240,-73,-39,,7,-2.9,1,-1.71,,28.12,1.94,,FALSE,,2.1,,9,0.9381,-101.9241,,25,,,,,,
2025-12-23T18:14:44.129522085Z,,,,,0.015,229,-78,-45,,8,-4.3,1,-1.55,,28.13,2.09,,FALSE,,2.4,,6,1.0042,-101.9375,28,30,,,,,28,29.7
2025-12-23T18:14:45.131283044Z,,0.1,0.1,0.1,,227,-68,-22,,5,-6.2,0,-1.6,,28.13,2.04,,FALSE,,3,"System nominal, all subsystems operating normally",11,1.0703,-101.9509,,38,,,,,,
2025-12-23T18:14:46.133029937Z,,,,,0.023,233,-72,-29,,2,-4,-1,-1.74,,28.11,2.05,,FALSE,,2.9,,10,1.1363,-101.9643,30,40,,,,,28.2,30.3
2025-12-23T18:14:47.135867118Z,,,,,,237,-72,-29,,5,-4.9,0,-1.76,,28.12,2.04,,FALSE,,3.2,,12,1.2024,-101.9777,,29,,,,,,
2025-12-23T18:14:48.138508081Z,,,,,0.007,235,-56,-27,,10,-4,0,-1.67,,28.1,1.99,,FALSE,,2.4,,9,1.2684,-101.9911,31,24,,,,,27.9,29.8
2025-12-23T18:14:49.140240907Z,,,,,,247,-45,-16,,4,-6.6,2,-1.67,,28.13,2.02,,FALSE,,2.6,,13,1.3345,-102.0046,,32,,,,,,
2025-12-23T18:14:50.141063928Z,,0,0,0,0.085,242,-46,-11,244.5,1,-5,2,-1.71,84.7,28.11,2.1,,FALSE,,2.5,"System nominal, all subsystems operating normally",9,1.4006,-102.018,29,43,,,21.6,FALSE,28.2,31.2
2025-12-23T18:14:51.144577026Z,,,,,,242,-37,-16,,3,-6.5,0,-1.73,,28.15,1.94,,FALSE,,2.9,,10,1.4666,-102.0314,,35,,,,,,
2025-12-23T18:14:52.146557092Z,,,,,0.016,242,-23,-22,,-9,-4.7,1,-1.66,,28.13,1.96,,FALSE,,3.9,,11,1.5327,-102.0448,31,26,,,,,28.2,29.7
2025-12-23T18:14:53.148557901Z,,,,,,230,-30,-10,,-1,-5.4,1,-1.65,,28.13,2.01,,FALSE,,4.1,,11,1.5988,-102.0582,,41,,,,,,
2025-12-23T18:14:54.150801897Z,,,,,0.082,228,-15,7,,6,-6,-1,-1.59,,28.13,2.07,,FALSE,,3.2,,11,1.6648,-102.0716,31,23,,,,,28.1,30.6
2025-12-23T18:14:55.154855966Z,,0,0,0.1,,235,-22,11,,0,-5.7,1,-1.71,,28.13,2.02,,FALSE,,2.9,"System nominal, all subsystems operating normally",12,1.7309,-102.085,,26,,,,,,
2025-12-23T18:14:56.156742095Z,,,,,0.079,239,-13,16,,-5,-6.1,-1,-1.67,,28.13,1.98,,FALSE,,2.1,,10,1.7969,-102.0984,31,30,,,,,27.9,29.9
2025-12-23T18:14:57.158812999Z,,,,,,223,-5,11,,7,-4.8,0,-1.68,,28.13,1.99,,FALSE,,4.1,,9,1.863,-102.1119,,37,,,,,,
2025-12-23T18:14:58.161669015Z,,,,,0.08,226,-15,6,,-7,-3,1,-1.74,,28.14,2,,FALSE,,2.6,,13,1.9291,-102.1253,30,16,,,,,28.2,30.2
2025-12-23T18:14:59.163885116Z,,,,,,218,-18,5,,-6,-5.3,-1,-1.67,,28.09,1.89,,FALSE,,2,,12,1.9951,-102.1387,,32,,,,,,
2025-12-23T18:15:00.16546297Z,,0,0,0,0.034,225,-32,14,244.5,-4,-3.4,0,-1.71,84,28.15,2.03,,FALSE,,3.4,"System nominal, all subsystems operating normally",10,2.0612,-102.1521,30,38,,,21.7,FALSE,28.2,30.1
2025-12-23T18:15:01.168555974Z,,,,,,218,-15,20,,10,-4.6,-1,-1.72,,28.1,2,,FALSE,,3.2,,8,2.1273,-102.1655,,39,,,,,,
2025-12-23T18:15:02.170985937Z,,,,,0.045,225,-9,12,,2,-4.4,-1,-1.69,,28.1,2,,FALSE,,1.6,,8,2.1933,-102.1789,31,35,,,,,28,30.3
2025-12-23T18:15:03.1744349Z,,,,,,231,-27,4,,4,-4.6,1,-1.76,,28.14,2.04,,FALSE,,3.2,,13,2.2594,-102.1924,,35,,,,,,
2025-12-23T18:15:04.176471948Z,,,,,0.067,227,-38,1,,-2,-5.7,-1,-1.76,,28.17,2.03,,FALSE,,2.7,,11,2.3254,-102.2058,31,26,,,,,27.7,29.3
2025-12-23T18:15:05.178231954Z,,0,0,-0.1,,219,-23,5,,-2,-3.9,1,-1.69,,28.12,1.92,,FALSE,,3.1,"System nominal, all subsystems operating normally",12,2.3915,-102.2192,,37,,,,,,
2025-12-23T18:15:06.180780887Z,,,,,0.083,214,-19,-6,,3,-4.9,1,-1.52,,28.15,1.95,,FALSE,,2.7,,10,2.4576,-102.2326,31,36,,,,,27.9,30.5
2025-12-23T18:15:07.182929039Z,,,,,,212,-12,9,,1,-5.4,0,-1.7,,28.12,2.01,,FALSE,,2.9,,9,2.5236,-102.246,,30,,,,,,
2025-12-23T18:15:08.184978008Z,,,,,0.06,210,-14,12,,-3,-4.5,2,-1.68,,28.14,2,,FALSE,,3.5,,11,2.5897,-102.2595,30,29,,,,,27.9,30.3
2025-12-23T18:15:09.18691492Z,,,,,,200,-6,31,,-3,-6.2,0,-1.63,,28.12,1.99,,FALSE,,3.5,,10,2.6557,-102.2729,,39,,,,,,
2025-12-23T18:15:10.188587903Z,,0,-0.1,0.1,0.018,203,-10,19,244.5,0,-4.8,1,-1.62,84.8,28.1,2.06,,FALSE,,3.1,"System nominal, all subsystems operating normally",12,2.7218,-102.2863,33,32,,,22.5,FALSE,27.9,30.5
2025-12-23T18:15:11.191066026Z,,,,,,208,-2,17,,7,-6.7,-1,-1.7,,28.13,2.06,,FALSE,,3.4,,12,2.7879,-102.2997,,26,,,,,,
2025-12-23T18:15:12.192744016Z,,,,,0.031,203,-13,8,,-5,-4.4,-1,-1.72,,28.15,1.97,,FALSE,,3.9,,9,2.8539,-102.3132,31,40,,,,,28,29.5
2025-12-23T18:15:13.197078943Z,,,,,,208,-11,9,,1,-6.8,1,-1.72,,28.12,1.97,,FALSE,,3.1,,11,2.92,-102.3266,,33,,,,,,
2025-12-23T18:15:14.199026107Z,,,,,0.01,209,-7,-7,,8,-7.5,0,-1.69,,28.15,1.97,,FALSE,,2.6,,7,2.986,-102.34,32,38,,,,,27.8,30
2025-12-23T18:15:15.202490091Z,,0,0,0,,227,-22,-2,,2,-4.7,-1,-1.68,,28.14,2.07,,FALSE,,2.8,"System nominal, all subsystems operating normally",9,3.0521,-102.3535,,38,,,,,,
2025-12-23T18:15:16.204791069Z,,,,,0.083,217,-22,0,,4,-4.9,0,-1.73,,28.12,1.99,,FALSE,,2.9,,9,3.1181,-102.3669,29,36,,,,,27.8,30.6
2025-12-23T18:15:17.206484079Z,,,,,,212,-23,10,,7,-5.4,1,-1.71,,28.13,1.97,,FALSE,,3.3,,10,3.1842,-102.3803,,19,,,,,,
2025-12-23T18:15:18.208091974Z,,,,,0.01,205,-19,6,,4,-5,1,-1.65,,28.12,1.95,,FALSE,,3.1,,10,3.2503,-102.3938,29,30,,,,,27.9,29.3
2025-12-23T18:15:19.211383104Z,,,,,,204,-29,3,,0,-5.7,1,-1.7,,28.12,1.95,,FALSE,,3.5,,10,3.3163,-102.4072,,26,,,,,,
2025-12-23T18:15:20.213491916Z,,0,0,0.1,0.053,209,-22,7,244.5,4,-3.8,1,-1.71,84.4,28.14,1.95,,FALSE,,3.5,"System nominal, all subsystems operating normally",10,3.3824,-102.4206,31,27,,,21.5,FALSE,27.9,30
2025-12-23T18:15:21.215815067Z,,,,,,224,-33,1,,-5,-6,-1,-1.72,,28.1,2.06,,FALSE,,3.5,,11,3.4484,-102.4341,,29,,,,,,
2025-12-23T18:15:22.217464923Z,,,,,0.049,212,-23,9,,-2,-7.3,1,-1.76,,28.15,1.96,,FALSE,,3.7,,10,3.5145,-102.4475,31,30,,,,,27.7,30.2
2025-12-23T18:15:23.218161106Z,,,,,,218,-27,11,,13,-5.2,1,-1.68,,28.1,1.99,,FALSE,,3.5,,9,3.5806,-102.4609,,34,,,,,,
